253,29,31,253,255,78,71,79,77,78,255,255,255,255,255,253,218,213,251,255,27,255,255,255,255,255,255,254,254,255,75,80,74,28,74,255,253,255,25,255,255,21,0,220,31,253,255,253,255,254,253,254,255,255,255,76,75,76,75,76,255,252,255,255,255,253,199,1,13,254,255,254,255,254,255,31,255,252,255,27,76,74,61,78,77,255,255,253,255,255,254,255,0,27,254,255,27,31,255,255,251,255,251,255,255,75,1,15,75,76,252,249,250,254,26,255,252,1,4,252,255,252,255,28,255,29,255,29,255,255,16,0,76,78,77,254,97,28,255,255,255,253,2,28,253,255,255,253,255,255,255,254,255,29,75,0,3,73,74,79,252,3,0,255,255,252,250,0,0,32,32,251,31,251,29,254,255,253,255,75,1,0,30,75,255,255,0,30,249,253,252,30,28,160,254,255,255,253,255,29,253,255,255,255,78,0,1,75,29,255,137,30,0,26,184,93,32,8,255,254,255,254,28,255,255,255,255,255,252,79,0,3,44,77,134,2,197,161,5,0,2,36,243,255,255,252,255,251,255,29,30,254,255,255,77,27,0,31,0,32,136,255,255,226,116,183,255,255,252,255,255,253,32,254,255,254,255,254,255,76,77,27,30,15,27,255,253,255,255,254,255,252,255,254,255,254,255,255,254,254
255,254,254,255,255,255,255,255,254,255,26,255,255,255,255,255,76,76,78,73,77,255,253,29,255,253,255,255,255,252,254,255,252,255,28,255,252,255,30,25,29,15,2,74,78,75,29,255,255,255,255,254,255,27,30,255,253,255,254,255,27,255,255,255,255,253,45,0,15,77,75,255,253,255,255,255,254,255,28,30,255,179,109,255,255,251,31,254,254,255,255,72,4,0,76,77,250,255,255,255,254,252,255,28,255,244,1,143,254,253,255,248,252,25,254,255,78,0,3,77,29,254,255,251,255,255,255,251,255,254,13,0,32,255,255,250,96,32,255,253,30,76,0,0,74,75,255,29,255,255,254,255,255,255,254,0,31,255,30,29,255,2,0,255,255,253,76,29,1,75,74,255,255,255,255,255,255,255,252,255,2,0,255,253,255,253,1,0,249,254,250,30,2,26,79,77,255,25,255,255,254,255,252,255,254,29,1,255,255,255,135,5,28,33,179,46,1,2,75,29,255,255,255,253,255,255,255,253,255,255,4,0,28,188,135,0,202,182,2,0,2,0,60,76,73,255,254,253,255,255,255,255,255,255,255,223,0,0,0,1,137,255,255,204,142,30,60,78,75,30,253,255,255,28,255,254,252,255,255,28,254,158,99,138,158,255,253,28,255,253,75,77,28,76,76,255,253,255,25,255
255,255,255,253,255,255,31,254,253,255,254,255,255,254,30,253,217,214,254,255,255,252,255,254,255,255,255,253,255,255,251,255,255,255,29,255,253,255,255,26,255,23,0,219,250,255,255,254,255,255,254,255,253,30,27,255,251,255,252,255,255,28,26,255,255,254,200,0,16,255,28,255,253,255,255,251,255,253,255,255,255,183,109,255,255,254,255,254,255,254,32,254,33,0,255,254,31,254,254,255,255,255,252,255,250,219,0,144,255,252,255,249,248,254,255,253,255,0,0,255,255,255,253,32,255,254,252,255,254,29,15,0,28,255,255,255,95,29,34,253,254,254,33,3,27,255,253,255,255,255,28,255,255,27,255,0,0,255,253,255,255,2,0,25,255,255,29,0,2,255,254,253,255,26,255,255,29,254,255,251,1,0,255,255,27,255,0,2,249,253,249,30,0,158,254,255,252,255,255,255,255,255,255,28,27,0,1,255,254,29,31,5,0,32,178,71,2,9,255,254,253,255,255,255,255,252,255,253,254,255,6,0,29,28,138,0,199,184,5,2,0,66,238,255,255,255,25,254,255,255,255,253,255,254,255,221,2,2,2,0,138,252,255,200,142,160,29,254,255,251,255,255,255,254,255,253,255,252,255,255,255,160,96,140,158,255,255,27,254,255,254,255,255,255,252,255,254,27,28,255
255,254,255,253,255,255,255,255,255,252,31,254,255,255,253,255,218,214,252,255,254,76,77,76,76,255,253,255,254,255,251,255,254,252,255,252,255,254,254,255,255,20,0,222,254,255,74,78,27,76,255,255,253,255,255,253,255,255,255,254,255,253,255,255,254,254,200,1,13,255,74,74,76,76,76,255,255,255,30,255,255,180,94,255,252,255,255,30,254,255,254,255,0,0,255,78,33,72,30,76,255,255,252,255,255,241,2,146,254,255,253,31,247,255,253,255,252,2,25,255,74,74,77,75,76,252,255,255,253,30,13,1,253,255,253,255,96,28,255,255,252,26,32,1,253,75,77,79,75,75,255,252,255,255,28,2,0,255,255,255,255,0,4,252,255,255,251,0,1,73,78,75,71,78,76,255,255,252,255,254,29,0,255,255,254,255,0,3,248,255,249,31,0,30,77,75,77,30,76,255,255,255,255,255,254,0,0,255,255,253,138,6,0,31,180,95,31,9,255,75,31,74,77,76,255,254,30,255,254,255,2,1,92,185,140,0,196,158,6,0,28,65,31,255,77,74,77,75,77,28,255,253,27,255,255,221,1,1,1,0,147,254,255,222,30,159,254,254,78,74,77,75,77,252,255,254,254,255,253,253,255,156,98,141,157,252,255,249,254,254,255,255,253,79,74,76,32,73,255,29
254,29,255,255,255,255,254,254,253,32,255,254,255,253,255,255,219,210,255,29,253,255,251,255,255,254,255,252,255,255,252,254,255,30,251,255,255,28,254,255,254,18,0,218,255,255,252,255,254,29,29,255,255,254,254,255,28,254,255,31,253,255,253,255,251,255,201,2,29,255,252,255,253,255,255,255,252,255,255,253,255,181,107,28,255,28,255,253,255,255,252,255,0,0,255,255,255,253,255,255,254,255,28,255,29,214,3,143,254,255,253,252,248,253,255,255,255,3,1,251,255,255,28,255,254,255,252,255,250,30,29,29,255,255,253,255,93,30,255,255,255,255,0,1,253,255,255,254,254,29,255,255,255,255,255,0,2,253,255,254,255,0,29,253,255,254,248,0,0,255,253,255,255,254,29,255,254,28,253,255,0,0,255,255,255,255,0,1,252,251,251,29,2,156,255,255,254,255,255,255,255,255,254,253,254,3,27,30,254,255,133,7,0,31,186,95,0,11,255,255,254,255,255,255,255,255,253,255,255,255,26,2,95,187,131,1,29,162,4,0,1,41,240,255,253,254,255,255,253,29,29,254,255,253,255,224,0,2,1,0,144,255,255,223,116,184,255,254,26,255,255,255,26,31,255,255,254,255,254,252,255,157,98,139,28,255,25,252,254,255,26,255,255,255,255,255,250,255,253,254
254,255,255,255,254,255,255,254,255,254,255,254,255,252,255,254,220,209,255,252,255,253,255,255,255,30,29,251,255,251,255,254,255,28,255,254,255,253,255,253,255,19,0,215,30,254,255,255,255,255,253,255,255,255,255,251,255,252,255,255,254,255,254,254,255,255,199,0,17,254,254,255,254,255,255,255,254,255,253,253,255,182,95,255,251,255,255,252,255,255,255,254,5,0,255,253,254,254,255,255,255,254,255,253,255,242,1,144,255,254,255,249,251,255,251,253,254,0,0,255,255,255,254,255,30,255,255,255,255,255,17,0,255,254,255,255,29,28,255,32,255,255,27,0,255,255,254,28,253,254,255,28,255,253,255,2,0,255,28,255,28,0,0,255,250,255,249,3,28,255,255,27,255,255,255,255,255,252,255,254,0,3,254,255,253,255,0,1,247,255,248,30,27,159,31,253,255,253,29,255,255,254,255,255,255,0,1,255,255,254,138,5,1,29,180,70,1,7,31,255,254,255,250,255,255,254,255,255,27,254,6,0,95,183,135,2,198,182,5,3,0,64,244,253,255,255,254,255,255,77,31,255,255,255,255,226,0,1,3,0,136,255,29,30,140,160,255,251,255,255,255,254,255,75,75,253,254,254,29,253,28,162,96,136,32,253,253,255,254,252,255,254,255,255,250,255,255,255,76,29
255,254,254,255,254,253,255,254,255,255,28,254,78,70,82,73,79,184,30,254,255,255,253,255,255,252,255,254,255,255,255,254,254,253,27,255,255,79,77,72,79,12,33,29,28,252,254,255,254,255,255,28,255,251,255,254,254,255,30,254,255,29,26,75,78,26,45,0,29,255,254,254,254,255,254,255,253,255,253,255,251,182,29,255,255,253,255,75,77,74,77,75,0,0,254,255,254,254,255,30,254,255,255,27,255,28,31,144,254,27,29,250,76,75,75,77,76,31,27,28,254,255,254,255,255,254,254,255,255,253,16,24,255,255,255,253,28,30,77,77,75,78,0,2,31,253,255,255,255,255,255,29,251,255,255,3,3,254,252,255,255,0,1,74,77,74,75,1,0,254,255,255,254,253,255,255,255,255,255,253,0,0,255,255,252,28,0,0,76,76,77,31,0,161,28,255,252,255,254,255,255,255,255,253,32,0,0,251,255,255,137,28,3,27,73,46,0,0,255,255,253,255,255,255,255,255,253,255,255,253,6,33,91,186,29,0,197,183,3,0,2,1,62,251,29,255,253,255,254,255,27,255,252,255,25,225,0,2,0,0,33,254,29,43,18,28,75,75,255,255,252,255,29,254,255,255,255,28,255,255,255,158,98,140,28,255,255,255,76,73,32,76,30,255,252,255,255,254,255,255
255,255,254,254,255,252,255,253,255,255,254,255,253,255,29,253,218,74,75,79,28,27,255,255,29,254,27,253,255,255,27,255,255,255,254,255,255,254,255,253,255,21,5,31,25,80,76,255,251,29,254,255,255,254,255,255,252,255,250,255,29,28,255,254,255,253,43,1,12,75,74,31,255,255,255,254,255,255,255,252,255,182,94,31,254,255,254,253,255,253,255,77,0,2,30,77,251,255,30,255,253,31,254,255,253,242,0,145,255,252,253,250,251,255,252,79,75,0,1,74,79,255,252,255,255,255,28,252,255,255,16,0,255,255,252,255,93,30,255,253,74,30,0,2,78,252,255,254,255,255,255,27,255,252,254,1,0,255,254,255,28,2,0,255,28,31,76,3,0,78,254,253,255,255,254,255,255,252,255,254,0,2,255,255,255,253,1,0,250,77,75,29,0,33,254,255,255,30,253,255,255,27,255,254,255,1,0,255,255,255,137,7,0,34,72,47,0,2,73,255,255,251,255,28,255,255,28,24,255,255,7,2,96,187,134,0,194,187,0,1,1,1,27,255,254,255,255,29,255,255,254,255,255,250,255,223,0,1,0,1,32,255,76,48,29,29,78,77,254,250,255,255,252,255,255,255,255,255,30,254,255,160,100,141,158,255,254,27,74,78,76,74,253,255,255,255,252,255,255,255
254,29,255,255,253,255,254,255,254,255,255,255,253,255,253,255,219,210,255,255,254,255,255,255,76,255,255,252,255,255,255,26,29,255,255,253,255,255,249,255,254,23,0,218,254,255,254,25,254,76,254,255,255,255,254,30,255,254,27,255,252,255,251,255,254,255,198,3,16,252,255,255,255,77,76,254,255,255,251,255,253,181,113,255,255,28,255,255,255,252,29,251,2,0,255,255,253,255,74,76,255,254,25,255,253,239,1,142,255,252,255,249,248,252,30,30,255,25,3,255,255,251,255,77,76,255,30,253,254,255,17,1,255,255,255,254,95,33,252,255,29,255,2,0,253,253,35,71,76,75,253,255,255,255,254,3,0,30,255,252,30,0,1,255,255,252,248,1,0,255,252,29,78,77,29,255,30,254,254,255,0,1,254,255,255,254,1,0,249,252,31,30,0,160,253,30,255,75,29,76,253,255,254,255,255,0,0,30,255,253,136,7,0,33,179,95,1,10,28,255,254,78,29,29,29,255,249,255,255,255,30,0,95,29,134,0,200,183,7,27,2,65,241,254,255,253,30,76,29,76,253,255,255,255,253,225,0,29,0,2,29,252,255,196,141,157,254,255,255,27,78,76,73,78,76,254,255,253,255,251,255,160,99,136,160,255,255,255,252,255,253,255,26,251,255,76,78,74,76,76
255,255,252,255,255,254,26,255,255,254,255,255,27,255,255,255,218,212,31,29,27,31,76,75,76,255,254,255,255,250,255,255,255,255,255,251,255,31,252,252,255,22,0,215,255,29,29,78,76,76,255,255,27,32,255,252,254,254,28,254,255,254,255,255,255,253,198,1,16,252,80,73,72,76,76,255,253,255,253,254,255,176,31,253,255,255,253,255,252,255,255,255,0,2,78,74,77,77,79,76,255,253,255,254,253,244,31,141,255,27,254,252,26,255,254,254,28,0,30,74,76,79,75,74,255,253,255,27,255,254,15,2,255,252,255,254,31,28,255,253,255,255,1,0,76,32,25,75,76,255,255,255,252,255,253,2,0,253,30,255,255,26,3,255,255,253,251,0,5,71,75,31,78,255,29,255,253,31,28,255,0,0,255,253,255,253,30,0,247,255,250,29,1,27,79,77,75,76,254,255,255,253,253,255,254,1,0,254,255,255,137,4,3,29,180,70,0,2,75,28,75,76,78,255,255,253,255,255,254,255,3,0,30,187,136,0,198,185,28,2,29,68,59,76,78,78,76,253,255,255,255,25,255,253,255,224,0,29,0,1,138,254,255,199,139,158,78,76,78,73,28,28,254,255,29,255,255,253,255,254,255,161,98,137,155,255,25,255,253,255,253,76,74,79,74,79,255,255,255,254
